Material_Name,Curie,Neel,Curie_Weiss,Crystal_Structure,Lattice_Structure,Lattice_Parameters,Space_Group,Coercivity,Magnetic_Moment,Magnetization,Remanence,Susceptibility,DOI,Experimental
MnFe4Si3,323.0,,,Hexagonal,,,P63/mcm,< 5 Oe,1.5–1.7 μB/T.M.,,< 0.05 Am^2/kg,,10.1016/j.jmmm.2020.166597,True
Ce2RhSi3,,5.0,,Hexagonal,Hexagonal,"{'a': '8.2310 Å', 'c': '8.4391 Å'}",P6mc,,1.3 μB at 1.3 K,0.46 μB/Ce at 55 kOe,,,10.1016/j.jmmm.2009.06.022,True
Nd0.5Sr0.5MnO3,138.0,,210±10 K,Orthorhombic,Pseudocubic,"{'a': '0.3912 nm', 'b': '0.3912 nm', 'c': '0.3912 nm'}",,,5.4±0.1 μB,,,,10.1016/j.jmmm.2013.01.009,True
Ce10Fe84B6,483.15,,,Nanocrystalline,,,,1.7 kOe,,,6 kG,,10.1016/j.jmmm.2017.01.062,True
La0.9Nd0.1Fe11.5Al1.5,,187.0,,Cubic,NaZn13-type,,Fm-3m,0 T,,,,,10.1016/j.jmmm.2016.11.129,True
Ga0.984Mn0.016As,173.0,,,,,,,,,,,,10.1016/j.jmmm.2011.05.059,True
Ca0.85Eu0.15MnO3,122.0,,,Orthorhombic,,"{'a': '5.2852 Å', 'b': '7.4796 Å', 'c': '5.3103 Å'}",Pnma,,,,,,10.1016/j.jmmm.2014.01.013,True
Pr5Co19,690.0,,,Rhombohedral,Ce5Co19-type,"{'a': '5.0672 Å', 'c': '48.755 Å'}",R-3m,15 kOe,27 μB,83 Am^2/kg,50 Am^2/kg,,10.1016/j.jmmm.2017.06.041,True
Co2TiGe,391.0,,,Cubic,L21,{'a': '5.823 Å'},Fm-3m,,1.9 μB,,,,10.1016/j.jmmm.2010.08.005,True
Fe60V40,169.0,,178 K,Sigma phase,,,,0 Oe,0.4 μB,,0.64 cm^3/g,,10.1016/j.jmmm.2017.01.103,True
Fe66V34,312.0,,,Sigma phase,,,,,0.6 μB,,,,10.1016/j.jmmm.2017.01.103,True
Dy2Mn2O7,39.0,,41.5 K,Cubic Pyrochlore,Cubic,{'a': '9.9419 Å'},Fd-3m (No. 227),0.2 T,17.3 μB/f.u.,,,,10.1016/j.jmmm.2019.165494,True
Ho2Mn2O7,38.0,,39.8 K,Cubic Pyrochlore,Cubic,{'a': '9.9211 Å'},Fd-3m (No. 227),0.1 T,15.1 μB/f.u.,,,,10.1016/j.jmmm.2019.165494,True
Yb2Mn2O7,38.0,,43.5 K,Cubic Pyrochlore,Cubic,{'a': '9.8357 Å'},Fd-3m (No. 227),20 Oe,10.4 μB/f.u.,,,,10.1016/j.jmmm.2019.165494,True
Er2Mn2O7,35.0,,37.4 K,Cubic Pyrochlore,Cubic,{'a': '9.8842 Å'},Fd-3m (No. 227),,18.9 μB/f.u.,,,,10.1016/j.jmmm.2019.165494,True
CeSi1.2Ga0.8,12.5,,,α-ThSi2-type,Tetragonal,"{'a': '4.2381 Å', 'b': '4.2381 Å', 'c': '14.170 Å'}","I 41/amd, No. 141",0.14 T,0.96 μB/f.u.,,,,10.1016/j.jmmm.2021.168833,True
CeSi1.2Ga0.8,12.5,,,α-GdSi2-type,Orthorhombic,"{'a': '4.2506 Å', 'b': '4.2260 Å', 'c': '14.174 Å'}","Imma, No. 74",0.14 T,0.96 μB/f.u.,,,,10.1016/j.jmmm.2021.168833,True
Ni45Co5Mn35In14Gd1,371.0,,,,,,,,,74 emu/g,,,10.1016/j.jmmm.2018.01.065,True
Nd2Fe14B,585.15,,,,,,,,,,,,10.1016/S0304-8853(01)00148-2,True
Fe3B,778.15,,,Body-centered tetragonal,,,,,,,,,10.1016/S0304-8853(01)00148-2,True
Nd40Fe30Co15Al10B5,680.0,,,Tetragonal,,,,2.36 T,,,,,10.1016/j.jmmm.2007.06.027,True
La0.65Ce0.35Mn2Si2,294.0,200.0,,ThCr2Si2-type,Body-centered tetragonal,"{'a': '4.074', 'c': '10.548'}",I4/mmm,,,33.35 emu/g at 270 K,,,10.1016/j.jmmm.2009.09.074,True
La0.55Ce0.45Mn2Si2,290.0,254.0,,ThCr2Si2-type,Body-centered tetragonal,"{'a': '4.071', 'c': '10.553'}",I4/mmm,,,34.28 emu/g at 260 K,,,10.1016/j.jmmm.2009.09.074,True
CeMn2Si2,,465.0,,ThCr2Si2-type,Body-centered tetragonal,,I4/mmm,,,,,,10.1016/j.jmmm.2009.09.074,False
LaMn2Si2,310.0,470.0,,ThCr2Si2-type,Body-centered tetragonal,,I4/mmm,,,,,,10.1016/j.jmmm.2009.09.074,False
Ti2FeAl,38.0,,58 K,Fm-3m,Cubic,{'a': '6.1918'},Fm-3m,,0.98 μB (Fe),,,,10.1016/j.jmmm.2019.166106,True
Ti2FeGa,27.0,,48.7 K,Fm-3m,Cubic,{'a': '6.1765'},Fm-3m,,1.316 μB (Fe),,,,10.1016/j.jmmm.2019.166106,True
La0.7Ca0.3Mn0.9Cu0.1O3,120.0,,,Orthorhombic,Perovskite,"{'a': '5.470 Å', 'b': '5.457 Å', 'c': '7.740 Å'}",Pbnm,,,,,,10.1016/j.jmmm.2022.169625,True
La0.7Ca0.3MnO3,222.2,,,Orthorhombic,Perovskite,,,,,,,,10.1016/j.jmmm.2022.169625,False
Sr2IrO4,,221.0,165.7 K,Tetragonal,Layered,"{'a': '5.495 Å', 'b': '5.495 Å', 'c': '25.773 Å'}",I41/acd,2 kOe,0.68 μB,,,,10.1016/j.jmmm.2018.07.091,True
Fe66.5Cr7Si13.5B9CuNb3,160.0,,,Nanocrystalline,,,,,,,,,10.1016/j.jmmm.2003.12.828,True
Co2ZrSn,448.0,,,Heusler L21,Cubic,{'a': '0.6226 nm'},Fm3m,,0.78 μB per Co atom,26.47 emu/g,,,10.1016/j.jmmm.2005.04.010,True
Mn3O4,,42.0,,Tetragonal,,,I41/amd,,,,,,10.1016/j.jmmm.2009.01.041,True
HoNi2B2C,,5.25,,,,,,,,,,,10.1016/j.jmmm.2006.08.013,True
Ni54Mn19Ga27,328.5,,,"{'Austenite': 'L21', 'Martensite': '14M'}","{'Austenite': 'Cubic', 'Martensite': 'Tetragonal'}","{'a': {'As prepared': 5.757, '0.5h': 5.752, '1h': 5.742, '5h': 5.738}, 'c': {'As prepared': 6.449, '0.5h': 6.45, '1h': 6.434, '5h': 6.424}}","{'Austenite': 'Fm-3m', 'Martensite': 'I4/mmm'}","{'As prepared': 1.8, '0.5h': 1.2, '1h': 0.2, '5h': 0.3}",,"{'As prepared': 35.2, '0.5h': 40.5, '1h': 40.5, '5h': 68.3}",,,10.1016/j.jmmm.2018.08.056,True
Pr2FeMnO6,576.0,,32 K,Orthorhombic,Pbnm,"{'a': '5.471 Å', 'b': '5.508 Å', 'c': '7.750 Å'}",Pbnm,4122 Oe (at 2 K),8.146 μB/F.U,,0.380 μB/F.U (at 2 K),,10.1016/j.jmmm.2018.12.044,True
Pr0.75Sr0.25MnO3,220.0,,,,,,,,,,,,10.1016/j.jmmm.2018.12.044,False
La0.75Sr0.25MnO3,360.0,,,,,,,,,,,,10.1016/j.jmmm.2018.12.044,False
In2S3,300.0,,,Tetragonal,,,,76.71 Oe,,0.0067 emu/g,0.0009 emu/g,,10.1016/j.jmmm.2020.166618,True
TmFeO3,,638.9,,Orthorhombic,,,Pbnm,,,,,,10.1016/j.jmmm.2020.167562,True
NdFeB,610.15,,,,,,,>2134 kA/m,,,1.168 T,,10.1016/j.jmmm.2010.07.036,True
NdDyFeCoBAl,610.15,,,,,,,>2134 kA/m,,,1.168 T,,10.1016/j.jmmm.2010.07.036,True
Nd7.5Fe84.8Ti7.1Nb0.6,553.15,,,Nanocrystalline,,,,,,,,,10.1016/S0304-8853(03)00299-3,True
Nd7.5Fe84.8Ti4.7Nb3.0,353.15,,,Nanocrystalline,,,,,,,,,10.1016/S0304-8853(03)00299-3,True
NdFe11Ti,553.15,,,,,,,,,,,,10.1016/S0304-8853(03)00299-3,False
Nd2Fe17,353.15,,,,,,,,,,,,10.1016/S0304-8853(03)00299-3,False
Ce3NiSi3,,6.0,-15 K,Orthorhombic,,"{'a': '4.061 Å', 'b': '4.295 Å', 'c': '18.081 Å'}",Immm,,0.55 μB/f.u.,,,,10.1016/j.jmmm.2019.03.023,True
Ce2NiSi3,,3.5,,,,,,,,,,,10.1016/j.jmmm.2019.03.023,False
Cd0.5Mn0.5Te,,,"261 K (Bulk), 274 K (8.0 nm), 254 K (7.3 nm), 322 K (6.7 nm)",Zinc-blende (ZB),Cubic,,,,,,,,10.1016/j.jmmm.2005.03.058,True
Mn3Ge,820.0,,,Tetragonal,D022,"{'a': '3.738 Å', 'c': '6.986 Å'}",,1.7–2.1 kOe,0.63 μB at 5 T,,,,10.1016/j.jmmm.2016.12.140,True
CePd2Al3,,2.7,,,,,,,,,,,10.1016/S0304-8853(00)00786-1,True
HoFeO3,,643.0,,Orthorhombic,Distorted Perovskite,,Pbnm,"0.0720 T at 300 K, 0.2266 T at 5 K",,,0.021 μB/f.u. at 300 K,,10.1016/j.jmmm.2016.02.054,True
HoFe0.5Cr0.5O3,,273.0,-10 K,Orthorhombic,Distorted Perovskite,,Pbnm,0.0743 T at 5 K,11.619 μB,,,,10.1016/j.jmmm.2016.02.054,True
Ce2PdGe6,,11.5,-16.1 K,Orthorhombic,Orthorhombic,"{'a': '4.1689 Å', 'b': '4.0790 Å', 'c': '22.047 Å'}",Amm2,,0.9 μB/mol Ce,,,2.52 μB,10.1016/j.jmmm.2004.05.024,True
Ce2PtGe6,,9.9,-7.0 K,Orthorhombic,Orthorhombic,"{'a': '4.143 Å', 'b': '4.076 Å', 'c': '22.146 Å'}",Amm2,,0.9 μB/mol Ce,,,2.43 μB,10.1016/j.jmmm.2004.05.024,True
Ce2NiGe6,,10.4,,Orthorhombic,,,Amm2,,,,,,10.1016/j.jmmm.2004.05.024,False
Ce2CuGe6,,15.0,,Orthorhombic,,,Amm2,,,,,,10.1016/j.jmmm.2004.05.024,False
MnCoGe,345.0,,,Orthorhombic,TiNiSi-type,"{'a': '5.31 Å', 'b': '4.09 Å', 'c': '7.07 Å'}",Pnma,,,,,,10.1016/j.jmmm.2021.167912,True
Mn0.8Sm0.2CoGe,270.0,,,Mixed Orthorhombic and Hexagonal,,,,,,,,,10.1016/j.jmmm.2021.167912,True
Mn0.6Sm0.4CoGe,315.0,,,Mixed Orthorhombic and Hexagonal,,,,,,,,,10.1016/j.jmmm.2021.167912,True
Mn0.4Sm0.6CoGe,270.0,30.0,,Mixed Orthorhombic and Hexagonal,,"{'a': '5.907 Å', 'b': '3.817 Å', 'c': '7.044 Å'}",,,,,,,10.1016/j.jmmm.2021.167912,True
TmNiIn,,2.5,0.4 K,Hexagonal,ZrNiAl-type,"{'a': '7.421 Å', 'c': '3.677 Å'}",P6̅2m,,7.2 μB,4.2 μB per Tm atom at 5 T,,,10.1016/j.jmmm.2010.11.028,True
NdNiIn,14.5,,,,,,,,,,,,10.1016/j.jmmm.2010.11.028,False
GdNiIn,93.5,,,,,,,,,,,,10.1016/j.jmmm.2010.11.028,False
TbNiIn,,68.0,,,,,,,,,,,10.1016/j.jmmm.2010.11.028,False
DyNiIn,,32.0,,,,,,,,,,,10.1016/j.jmmm.2010.11.028,False
HoNiIn,20.0,,,,,,,,,,,,10.1016/j.jmmm.2010.11.028,False
ErNiIn,9.0,,,,,,,,,,,,10.1016/j.jmmm.2010.11.028,False
SrCoO2.90,175.0,,,Perovskite,Cubic,"{'a': '3.829 Å', 'b': '3.829 Å', 'c': '3.829 Å'}",Pm-3m,,2.10 μB/Co,,,,10.1016/j.jmmm.2018.01.083,True
SrCoO2.835,163.0,,,Perovskite,Cubic,"{'a': '3.829 Å', 'b': '3.829 Å', 'c': '3.829 Å'}",Pm-3m,,0.86 μB/Co,,,,10.1016/j.jmmm.2018.01.083,True
SrCoO2.72,150.0,,,Perovskite,Cubic,"{'a': '3.829 Å', 'b': '3.829 Å', 'c': '3.829 Å'}",Pm-3m,,0.70 μB/Co,,,,10.1016/j.jmmm.2018.01.083,True
Fe in Er,,84.4,,,,,,,,,,,10.1016/j.jmmm.2003.12.469,True
Gd2Co3Al9,,9.6,-15 K,Orthorhombic,Y2Co3Ga9 type,"{'a': '12.7745 Å', 'b': '7.4905 Å', 'c': '9.3632 Å'}",Cmcm (No. 63),,9 μB/Gd,,,,10.1016/j.jmmm.2018.07.027,True
MnV2O4,,57.0,,Spinel,Cubic to Tetragonal,,Fd-3m,,,,,,10.1016/j.jmmm.2010.11.083,True
La0.7Sr0.3MnO3,350.0,,,,,,,,,,,,10.1016/j.jmmm.2006.02.024,True
Ni52.5Mn24.5Ga23,302.0,,,L21 austenitic (cubic),,,,,,"Measured, but specific value not provided","Measured, but specific value not provided",,10.1016/j.jmmm.2008.04.029,True
Tb3Ru4Al12,,22.0,,Hexagonal,Kagome,"{'a': '5.19 Å', 'c': '3.63 Å'}",P63/mmc,,5 μB,,,,10.1016/j.jmmm.2018.12.104,True
Co36Fe36Si3Al1Nb4B20,731.0,,,bcc,,,,,,"135 emu/g at 77 K, 126 emu/g at 300 K",,,10.1016/j.jmmm.2010.08.009,True
CaLaFe11O19,653.0,,,Hexagonal magnetoplumbite,,"{'a': '5.88 Å', 'c': '23.08 Å'}",P63/mmc or D46h,,,2.13×10^−3 emu,,4.26×10^−3 emu/Oe,10.1016/S0304-8853(00)01333-0,True
CaFe12O19,718.0,,,Hexagonal magnetoplumbite,,"{'a': '5.81 Å', 'c': '22.91 Å'}",,,,,,,10.1016/S0304-8853(00)01333-0,False
LaFe12O19,670.0,,,Hexagonal magnetoplumbite,,,,,,,,,10.1016/S0304-8853(00)01333-0,False
BaFe12O19,723.0,,,Hexagonal magnetoplumbite,,"{'a': '5.88 Å', 'c': '23.17 Å'}",,,,,,,10.1016/S0304-8853(00)01333-0,False
SrFe12O19,,323.0,,Hexagonal,Close-packed hexagonal,,"P63/mmc (300 K), P-62c (350 K)",,,,,,10.1016/j.jmmm.2019.165821,True
Fe88Zr7B4Cu1,800.0,,,bcc,,,,0.08 Oe,,,,,10.1016/j.jmmm.2006.07.013,True
Fe44Co44Zr7B4Cu1,750.0,,,bcc,,,,0.32 Oe,,,,,10.1016/j.jmmm.2006.07.013,True
BiFeO3,,640.0,,Rhombohedral,,"{'a': '5.5755 Å', 'c': '13.857 Å'}",,,,0.09 emu/g,,,10.1016/j.jmmm.2014.04.008,True
Bi0.9Tb0.1Fe0.9Mn0.1O3,,493.0,,Rhombohedral,,"{'a': '5.5551 Å', 'c': '13.754 Å'}",,,,0.39 emu/g,,,10.1016/j.jmmm.2014.04.008,True
Bi0.8Tb0.2Fe0.8Mn0.2O3,,533.0,,Rhombohedral,,"{'a': '5.5432 Å', 'c': '13.721 Å'}",,,,0.50 emu/g,,,10.1016/j.jmmm.2014.04.008,True
Ba2Fe1.1Mo0.9O6,353.0,,,Cubic double-perovskite,,{'a': '0.8065 nm'},Fm3m,,3.59 μB/formula unit,,,,10.1016/j.jmmm.2006.01.073,True
Sr2FeMoO6,308.0,,,Double Perovskite,c-axis oriented,,,32.65 mT,,2.303 μB/f.u.,,,10.1016/j.jmmm.2018.11.098,True
Sr2FeMoO6,326.0,,,Double Perovskite,c-axis oriented,,,49.55 mT,,1.701 μB/f.u.,,,10.1016/j.jmmm.2018.11.098,True
Sr2FeMoO6,307.0,,,Double Perovskite,c-axis oriented,,,34.55 mT,,2.400 μB/f.u.,,,10.1016/j.jmmm.2018.11.098,True
Sr2FeMoO6,323.0,,,Double Perovskite,c-axis oriented,,,53.85 mT,,1.574 μB/f.u.,,,10.1016/j.jmmm.2018.11.098,True
HoFeO3,,647.0,,Orthorhombic,Pbnm,"{'a': '5.280 Å', 'b': '5.591 Å', 'c': '7.602 Å'}",Pbnm,,,,,,10.1016/j.jmmm.2020.166855,True
YFeO3,,650.0,,Orthorhombic,Pbnm,,Pbnm,,,,,,10.1016/j.jmmm.2020.166855,False
YbFeO3,,650.0,,Orthorhombic,Pbnm,,Pbnm,,,,,,10.1016/j.jmmm.2020.166855,False
Ni67Cu33,240.0,,,,,,,,,,,,10.1016/j.jmmm.2019.165930,True
Fe70.5Cr3Si13.5Cu1B9Nb3,540.0,,,Amorphous,,,,,,,,7695 a.u.,10.1016/j.jmmm.2012.01.019,True
Fe63.5Cr10Si13.5Cu1B9Nb3,330.0,,,Amorphous,,,,,,,,3635 a.u.,10.1016/j.jmmm.2012.01.019,True
Fe66.5Cr7Si13.5Cu1B9Nb3,420.0,,,Nanocrystalline,,,,,,,,3812 a.u.,10.1016/j.jmmm.2012.01.019,True
Fe66.5Cr7Si13.5Cu1B9Nb3,300.0,,,Nanocrystalline,,,,,,,,934 a.u.,10.1016/j.jmmm.2012.01.019,True
Gd2CoMnO6,111.0,42.0,106.10 K,Monoclinic,Double Perovskite,"{'a': '5.30103 Å', 'b': '5.58829 Å', 'c': '7.54838 Å'}",,,4.45 μB,,,,10.1016/j.jmmm.2022.170162,True
Gd2CoMn0.8Ti0.2O6,96.0,40.0,93.13 K,Monoclinic,Double Perovskite,"{'a': '5.30485 Å', 'b': '5.59645 Å', 'c': '7.56355 Å'}",,,4.26 μB,,,,10.1016/j.jmmm.2022.170162,True
Gd2CoMn0.6Ti0.4O6,80.0,34.0,79.74 K,Monoclinic,Double Perovskite,"{'a': '5.31618 Å', 'b': '5.61286 Å', 'c': '7.58812 Å'}",,,4.22 μB,,,,10.1016/j.jmmm.2022.170162,True
Gd2CoMn0.4Ti0.6O6,57.0,28.0,62.91 K,Monoclinic,Double Perovskite,"{'a': '5.32361 Å', 'b': '5.62394 Å', 'c': '9.27892 Å'}",,,4.09 μB,,,,10.1016/j.jmmm.2022.170162,True
Gd2CoMn0.2Ti0.8O6,27.0,,23.96 K,Monoclinic,Double Perovskite,"{'a': '5.33577 Å', 'b': '5.63891 Å', 'c': '9.31811 Å'}",,,1.50 μB,,,,10.1016/j.jmmm.2022.170162,True
Gd2CoTiO6,,,9.09 K,Monoclinic,Double Perovskite,"{'a': '5.34667 Å', 'b': '5.64409 Å', 'c': '9.30954 Å'}",,,0.52 μB,,,,10.1016/j.jmmm.2022.170162,True
Fe0.50Rh0.50,,377.0,,CsCl,bcc,"{'a': '2.986', 'c': '2.993'}",,,,,,,10.1016/j.jmmm.2022.169095,True
Fe0.45Rh0.55,,410.0,,CsCl,bcc,"{'a': '2.986', 'c': '3.009'}",,,,,,,10.1016/j.jmmm.2022.169095,True
Fe0.50Rh0.50,,354.0,,CsCl,bcc,"{'a': '2.986', 'c': '2.978'}",,,,,,,10.1016/j.jmmm.2022.169095,True
Fe0.45Rh0.55,,348.0,,CsCl,bcc,"{'a': '2.986', 'c': '2.977'}",,,,,,,10.1016/j.jmmm.2022.169095,True
Fe0.50Rh0.50,,293.0,,CsCl,bcc,"{'a': '2.986', 'c': '3.005'}",,,,,,,10.1016/j.jmmm.2022.169095,True
Fe0.45Rh0.55,,280.0,,CsCl,bcc,"{'a': '2.986', 'c': '2.973'}",,,,,,,10.1016/j.jmmm.2022.169095,True
NaMnO2,,45.0,,Layered,Hexagonal,,P63/mmc,,,,,,10.1016/j.jmmm.2018.08.009,False
NaNiO2,,20.0,,Layered,Hexagonal,,,,,,,,10.1016/j.jmmm.2018.08.009,False
NaVO2,,93.0,,Layered,Hexagonal,,,,0.98,,,,10.1016/j.jmmm.2018.08.009,False
AlFe2B2,300.0,,,Orthorhombic,Layered,"{'a': '2.9263 Å', 'b': '11.0295 Å', 'c': '2.8666 Å'}",Cmmm,,2.47 μB/f.u.,,,,10.1016/j.jmmm.2019.03.046,True
AlFeMnB2,200.0,,,Orthorhombic,Layered,"{'a': '2.9206 Å', 'b': '11.0673 Å', 'c': '2.8957 Å'}",Cmmm,,"1.63 μB/f.u. (ordered), 1.82 μB/f.u. (disordered)",,,,10.1016/j.jmmm.2019.03.046,True
AlMn2B2,,300.0,,Orthorhombic,Layered,"{'a': '2.9300 Å', 'b': '11.0186 Å', 'c': '2.8975 Å'}",Cmmm,,"0.75 μB/f.u. (FM), 0.00 μB/f.u. (AFM)",,,,10.1016/j.jmmm.2019.03.046,True
CuB2O4,,20.0,,Tetragonal,,,,,"0.94 μB (A-sites), 0.54 μB (B-sites)",,,,10.1016/j.jmmm.2005.03.085,True
Bi1.9Eu0.1Se3,8.0,,,Rhombohedral,,,,,,,,,10.1016/j.jmmm.2017.09.058,True
Bi1.79Eu0.21Se3,64.0,,,Rhombohedral,,,,,,,,,10.1016/j.jmmm.2017.09.058,True
Co2SiO4,,50.0,,Olivine-type,Orthorhombic,"{'a': '10.3005 Å', 'b': '6.0028 Å', 'c': '4.7816 Å'}",Pnma,,3.61 μB,,,,10.1016/j.jmmm.2010.05.050,True
NdPdIn,30.0,,2 K,ZrNiAl-type,Hexagonal,"{'a': '7.6825 Å', 'c': '4.0054 Å'}",No. 189,,1.96 μB,,,1.2 · 10^-3 emu/g,10.1016/j.jmmm.2004.08.002,True
HoPdIn,22.0,,,ZrNiAl-type,Hexagonal,"{'a': '7.6267 Å', 'c': '3.7814 Å'}",No. 189,,8.1 μB,,,,10.1016/j.jmmm.2004.08.002,True
ErPdIn,11.0,,,ZrNiAl-type,Hexagonal,"{'a': '7.6339 Å', 'c': '3.7951 Å'}",No. 189,,6.6 μB,,,,10.1016/j.jmmm.2004.08.002,True
Fe25Co25Ni25Mo5P10B10,560.0,,,Glassy,,,,,,,,,10.1016/j.jmmm.2019.165404,True
Fe80P13C7,579.0,,,,,,,,,,,,10.1016/j.jmmm.2019.165404,
Fe79Gd1B12Cr8,355.0,,,,,,,,,,,,10.1016/j.jmmm.2019.165404,
Fe77Ta3B10Zr9Cu1,313.0,,,,,,,,,,,,10.1016/j.jmmm.2019.165404,
Fe66Mn14P10B7C3,319.0,,,,,,,,,,,,10.1016/j.jmmm.2019.165404,
Co71Mo9P14B6,317.0,,,,,,,,,,,,10.1016/j.jmmm.2019.165404,
Co62Nb6Zr2B30,210.0,,,,,,,,,,,,10.1016/j.jmmm.2019.165404,
CeAgAs2,,6.2,,HfCuSi2 type,Orthorhombic,"{'a': '5.7439 Å', 'b': '5.7695 Å', 'c': '21.0066 Å'}",Pmca,,0.88 μB at 4 K,,,,10.1016/j.jmmm.2011.11.001,True
TbPd3S4,,2.9,,Cubic,,{'a': '6.656 Å'},Pm3n,,8.16 μB,,,,10.1016/S0304-8853(01)00178-0,True
YbPd3S4,,1.8,,Cubic,,{'a': '6.632 Å'},Pm3n,,0.66 μB,,,,10.1016/S0304-8853(01)00178-0,True
Sm0.9Bi0.1Fe0.9Mn0.1O3,,620.0,-648 K,Orthorhombic,Pnma,"{'a': '5.6044 Å', 'c': '5.3985 Å'}",Pnma,"{'300 K': '0.5656 T', '440 K': '1 T', '550 K': '0.8615 T', '640 K': '0.1 T', '700 K': '0.03 T'}",1.41 μB,"{'300 K': '0.7 emu/g', '440 K': '0.55 emu/g', '550 K': '0.38 emu/g', '640 K': '0.15 emu/g', '700 K': '0.11 emu/g'}","{'300 K': '0.36 emu/g', '440 K': '0.31 emu/g', '550 K': '0.22 emu/g', '640 K': '0.024 emu/g', '700 K': '0.008 emu/g'}",,10.1016/j.jmmm.2020.167094,True
Pr0.7Ca0.3CoO3,,,-25 K,Orthorhombic,Pbnm,,,,,,,,10.1016/j.jmmm.2009.06.034,True
Pr0.5Ca0.5CoO3,,,-120 K,Orthorhombic,Pbnm,,,,,,,,10.1016/j.jmmm.2009.06.034,True
Pr0.7Sr0.3CoO3,240.0,,150 K,Monoclinic,P 21/m,,,0.15 T,,,,,10.1016/j.jmmm.2009.06.034,True
Pr0.5Sr0.5CoO3,240.0,,265 K,Monoclinic,P 21/m,,,0.15 T,,,,,10.1016/j.jmmm.2009.06.034,True
NiO,,500.0,,Fm-3m,Cubic,"{'a': '4.176 Å', 'b': '4.176 Å', 'c': '4.176 Å'}",Fm-3m,,200 μB,0.63 emu/g,,,10.1016/j.jmmm.2019.03.004,True
Cu0.6Co0.4Cr2O4,,100.0,,I41/amd,Tetragonal,,I41/amd,,,,,,10.1016/j.jmmm.2022.169770,True
Cu0.4Co0.6Cr2O4,,100.0,,Fd3̄m,Cubic,,Fd3̄m,,,,,,10.1016/j.jmmm.2022.169770,True
Fe70Ag30,843.15,,,"BCC (Fe), FCC (Ag)",,,,84 Gs,,125 emu/g,17.5 emu/g,,10.1016/S0304-8853(01)00169-X,True
Fe50Ag50,843.15,,,"BCC (Fe), FCC (Ag)",,,,,,,,,10.1016/S0304-8853(01)00169-X,True
Fe30Ag70,843.15,,,"BCC (Fe), FCC (Ag)",,,,,,,,,10.1016/S0304-8853(01)00169-X,True
NdMnO3,,70.0,,,,,,,,,,,10.1016/j.jmmm.2015.02.032,True
La0.7Te0.3Mn0.7Co0.3O3,201.0,,205 K,Orthorhombic,,"{'a': '5.5322 Å', 'b': '5.4930 Å', 'c': '7.7788 Å'}",Pbnm,0.34 T,4.13 μB/f.u.,,,,10.1016/j.jmmm.2017.07.048,True
Y1.7Bi0.3Ir2O7,,,-315 K,Cubic,Pyrochlore,{'a': '10.20 Å'},Fd-3m,,1.5 μB,,,,10.1016/j.jmmm.2019.04.049,True
Y1.7Bi0.3Ir2O7,,,-615 K,Cubic,Pyrochlore,{'a': '10.20 Å'},Fd-3m,,0.9 μB,,,,10.1016/j.jmmm.2019.04.049,True
Cr2O3,,307.0,,Hexagonal,Rhombohedral,"{'a': '4.95 Å', 'b': '4.95 Å', 'c': '13.58 Å'}",R-3c,,,,,,10.1016/j.jmmm.2019.165262,True
Ge0.66Mn0.34,,150.0,,,,,,,,220 emu/cm^3,,,10.1016/j.jmmm.2004.04.089,True
Ge8Mn11,,150.0,,,,,,,,,,,10.1016/j.jmmm.2004.04.089,True
Ni50Mn31Al19,375.0,300.0,,B2,,,,,,,,,10.1016/j.jmmm.2021.167964,True
Fe2BO4,,150.0,,Warwickite,,,,,,,,,10.1016/j.jmmm.2021.168056,False
Fe3BO5,,90.0,,Ludwigite,,,,,,,,,10.1016/j.jmmm.2021.168056,False
Co3BO5,,42.0,,Ludwigite,,,,,,,,,10.1016/j.jmmm.2021.168056,False
Mn2BO4,,23.0,,,,,,,,,,,10.1016/j.jmmm.2021.168056,False
V2BO4,,35.0,,,,,,,,,,,10.1016/j.jmmm.2021.168056,False
Nd10Fe83B6In,593.15,,,,,,,5.3 kOe,,,0.76,,10.1016/S0304-8853(01)00130-5,True
Nd10Fe84B6,593.15,,,,,,,,,,,,10.1016/S0304-8853(01)00130-5,True
Ni49.0Mn38.4Sb11.7Si0.9,334.0,,,,,,,,,31.2 A m^2/kg,,,10.1016/j.jmmm.2016.12.138,True
Ni42Co8Mn37.7In12.3,426.0,,,,,,,,,110 emu/g,,,10.1016/j.jmmm.2019.01.101,True
BiMnO3,105.0,2.28,,,,,,,,,,,10.1016/j.jmmm.2018.03.031,True
Fe–25Cr–12Co–1Si,944.0,,,,,,,614 Oe,,,13.1 kG,,10.1016/j.jmmm.2004.05.027,True
DyCrO4,23.0,21.0,3.13 K,Tetragonal,Zircon,"{'a': '7.1406 Å', 'c': '6.2698 Å'}",I 41/amd,,10.63 μB,,,,10.1016/j.jmmm.2019.165467,True
Fe56Mn20Ga24,250.0,,,"BCC (as-deposited), FCC (annealed)",,,,16-20 Oe,"3.5 μB (as-deposited), 4.0 μB (annealed)","530 G (as-deposited), 680 G (annealed)",,,10.1016/j.jmmm.2017.05.050,True
Fe39Mn25Ga36,200.0,,,"BCC (as-deposited), FCC (annealed)",,,,16-20 Oe (annealed),"0.9 μB (as-deposited), 3.1 μB (annealed)","0 G (as-deposited), 460 G (annealed)",,,10.1016/j.jmmm.2017.05.050,True
