composition,Tc_exp
Ba2Fe1.3Mo0.7O6,340.0
Ba2Fe18CoO30,569.8333333333335
Ba2Fe18CuO30,709.075
Ba2Fe18NiO30,576.775
Ba2Fe19O30,730.0
Ba2Fe1Re0.5Mo0.5O6,370.0
Ba2FeMoO6,330.0
Ba2FeReO6,320.0
Ba2Mg(Fe3O5)6,700.0
Ba2Mn(Fe3O5)6,688.0
Ba2MnReO6,115.0
Ba2NaOsO6,6.8
Ba2NiOsO6,108.0
Ba2VFeO6,716.0
Ba2Y1Fe0.39Cu2.61O7.14,9.0
Ba2Y1Fe0.3Cu2.7O7.01,31.0
Ba2Zn(Fe3O5)6,538.5
Ba2ZnFe22IrO38,563.0
Ba3Fe24Co2O41,683.0
Ba3Fe24Ni2O41,691.05
Ba3La17Mn20O60,230.0
Ba3Sr7Fe5(MoO6)5,410.0
Ba3Sr7Zn10(FeO)60,323.0
Ba3Ti0.15Fe23.85Co2O41,687.15
Ba3Ti0.3Fe23.7Co2O41,681.15
Ba3Ti0.45Fe23.55Co2O41,673.15
Ba3Ti0.6Fe23.4Co2O41,645.15
Ba3U2FeO9,123.0
Ba3Zn0.2Fe24Co1.8O41,681.15
Ba3Zn0.4Fe24Co1.6O41,679.15
Ba3Zn0.6Fe24Co1.4O41,677.15
Ba3Zn0.8Fe24Co1.2O41,675.15
Ba3Zn2Fe24O41,633.0
Ba3ZnFe24CoO41,658.15
Ba4.4Fe37.6Cu2O62.8,693.15
Ba4Al5Zn4Fe19O44,370.0
Ba4SrZn5(FeO)30,358.0
Ba5Mg2Ti3Fe12O31,391.0
Ba5Sc6Fe54O95,500.0
Ba5Sc9Fe51O95,600.0
Ba5Ti3Zn2Fe12O31,310.0
Ba71Sr29Fe50(MoO6)50,372.0
BaAl2Fe10O19,618.0
BaAl4Fe8O19,514.0
BaAl6Fe6O19,492.575
BaAl8Fe4O19,314.0
BaAlFe11O19,662.075
BaCaCo4O7,65.0
BaCaFe4O7,270.0
BaCo3(P2O7)2,8.0
BaCoO3,53.0
BaCrFe11O19,752.15
BaCrNiAs2,64.0
BaCrO3,192.0
BaDy2ZnO5,2.0
BaFe11BiO19,751.15
BaFe12O19,724.075
BaFe12O19F2,710.0
BaFe14CoO23,740.0
BaFe14NiO23,755.15
BaFe16Co2O27,753.0
BaFe16Ni2O27,793.0
BaFe2(PO4)2,65.5
BaFe6CoO11,613.0
BaFe6NiO11,663.0
BaFeO3,180.0
BaHo2ZnO5,2.0
BaIrO3,175.0
BaLa(CoO3)2,187.5
BaLa2CuO5,5.1
BaLa2FeNiSbO9,350.0
BaLaMn2O6,330.0
BaLaPrCuO5,12.0
BaMgFe6O11,427.25
BaMnFe11O19,697.15
BaNdMn2O6,108.0
BaPr2CuO5,15.0
BaPrMn2O6,305.0
BaRuO3,60.0
BaSr3Fe2(MoO6)2,413.0
BaSr4Zn5(FeO)30,400.0
BaSrFeMoO6,365.0
BaSrVFeO6,713.0
BaSrZn2(FeO)12,333.0
BaTi2Fe8Co2O19,404.0
BaTiFe10CoO19,579.0
BaVO3,77.0
BaVSe3,42.1
BaZnFe10SnO19,503.15
BaZnFe14O23,705.0
BaZnFe17O27,703.0
BaZnFe6O11,403.0
Be,0.0
Be0.73Cr0.27Te1,250.0
Be0.83Cr0.17Te1,170.0
Be0.87Cr0.13Te1,170.0
Be12Cr,50.0
Be2Fe,880.0
Be2Fe0.43Os0.57,350.0
Be2Fe0.48Ru0.52,340.0
Be2Fe0.5Co0.5,590.0
Be5Fe,174.0
Bi,0.0
Bk,0.0
BkN,87.0
Br,0.0
C,0.0
C13Cl12,470.0
C8S2N3F4,36.0
Ca,0.0
Ca(FeGe)2,44.0
Ca(FeSb3)4,0.35
Ca(MnSb)2,220.0
Ca0.02La0.98Mn0.9Cu0.1O3,168.63
Ca0.05La0.7Mn1Pb0.25O3,342.0
Ca0.05La0.88Y0.07Mn1O3,225.0
Ca0.05La0.95Mn0.9Cu0.1O3,164.13
Ca0.05Y2.95Fe5O12,550.0
Ca0.08Nd0.92Mn1O3,195.0
Ca0.12La0.78Mn1Pb0.1O3,242.0
Ca0.12La0.88Mn1O3,150.0
Ca0.12Nd0.88Mn1O2.98,82.0
Ca0.12Nd0.88Mn1O2.99,87.0
Ca0.12Nd0.88Mn1O3,107.0
Ca0.13La0.67Mg0.2Mn1O3,101.0
Ca0.153La0.7Ce0.147Mn1O2.99,180.0
Ca0.15La0.65Mn1Ag0.2O3,278.0
Ca0.15La0.7Mn1Pb0.15O3,321.0
Ca0.15La0.85Mn0.95Fe0.05O3,170.0
Ca0.15La0.85Mn1O3,240.0
Ca0.15Nd0.85Mn1O3,111.7
Ca0.15Sc0.85Co2,206.0
Ca0.15Y2.85Fe5O12,550.0
Ca0.17La0.78Mn1Pb0.05O3,225.0
Ca0.18La0.82Mn1O3,165.0
Ca0.1Gd0.9Mn1O3,82.0
Ca0.1Ho0.9Mn0.9Co0.1O3,125.0
Ca0.1La0.5Mn1Ag0.4O3,254.0
Ca0.1La0.7Mn0.85Al0.075Sn0.075Pb0.2O3,290.0
Ca0.1La0.7Mn0.95Al0.025Sn0.025Pb0.2O3,300.0
Ca0.1La0.7Mn0.9Al0.05Sn0.05Pb0.2O3,295.0
Ca0.1La0.7Mn1Ag0.2O3,296.0
Ca0.1La0.7Mn1Cd0.2O3,105.0
Ca0.1La0.7Mn1Pb0.2O3,331.0
Ca0.1La0.825Y0.075Mn0.1Zn0.9As1O1,17.0
Ca0.1La0.85Y0.05Mn0.1Zn0.9As1O1,15.0
Ca0.1La0.875Y0.025Mn0.1Zn0.9As1O1,14.0
Ca0.1La0.9Mn0.1Zn0.9Sb0.05As0.95O1,12.0
Ca0.1La0.9Mn0.1Zn0.9Sb0.15As0.85O1,10.0
Ca0.1La0.9Mn0.1Zn0.9Sb0.1As0.9O1,11.0
Ca0.1La0.9Mn0.1Zn0.9Sb0.2As0.8O1,7.5
Ca0.1La0.9Mn0.9Cu0.1O3,152.73
Ca0.1La0.9Mn1O2.986,150.0
Ca0.1La0.9Mn1O3,148.5
Ca0.1La0.9Mn1O3.054,202.0
Ca0.1La0.9Mn2Ge2,315.0
Ca0.1Lu0.9Mn1O3,110.0
Ca0.1Nd0.85Mn1O2.94,90.0
Ca0.1Nd0.8Mn1O2.89,115.0
Ca0.1Nd0.9V1O3,115.0
Ca0.1Y0.9Ti1O3,14.0
Ca0.1Y2.9Fe4.9Sn0.1O12,531.0
Ca0.1Y2.9Fe5O12,550.0
Ca0.21La0.7Mn1Ag0.09O3,263.0
Ca0.225La0.7Mn1Pb0.075O3,285.0
Ca0.227La0.227Mn1O3,265.0
Ca0.22La0.78Mn1O3,202.0
Ca0.238La0.762Mn0.924O3,142.0
Ca0.23La0.66Mn1.1O3,278.0
Ca0.23La0.67Mg0.1Mn1O3,109.0
Ca0.241La0.241Mn1O3,262.0
Ca0.246La0.246Mn1O3,262.0
Ca0.25La0.75Mn1O3,232.0
Ca0.25La0.7Mn1Pb0.05O3,271.5
Ca0.25Pr0.75Mn1O3,124.0
Ca0.275La0.725Mn1O3,268.0
Ca0.275La0.7Mn1Pb0.025O3,263.0
Ca0.277La0.723Mn0.963O3,259.0
Ca0.27La0.6Pr0.13Mn1O3,225.0
Ca0.28La0.66Mn1.05O3,266.0
Ca0.28La0.67Mg0.05Mn1O3,201.0
Ca0.28La0.72Mn1O3,235.0
Ca0.29La0.36Pr0.36Mn0.92O3,122.0
Ca0.29La0.71Mn1O3,240.0
Ca0.29Pr0.71Mn1O3,120.0
Ca0.2Fe1Bi0.8O3,1103.0
Ca0.2Gd0.8Mn1O3,85.0
Ca0.2La0.4Mn0.7Co0.3Bi0.4O3,72.0
Ca0.2La0.4Mn0.8Co0.2Bi0.4O3,74.0
Ca0.2La0.4Mn0.9Co0.1Bi0.4O3,77.0
Ca0.2La0.4Mn1Bi0.4O3,77.0
Ca0.2La0.5Mn1Ag0.3O3,260.0
Ca0.2La0.6Mn1O3,190.0
Ca0.2La0.6Nd0.2Mn1O3,150.0
Ca0.2La0.725Mn1Bi0.075O3,150.0
Ca0.2La0.75Mn1Bi0.05O3,177.0
Ca0.2La0.75Mn1O3,170.0
Ca0.2La0.775Mn1Bi0.025O3,209.0
Ca0.2La0.78Dy0.02Mn1O3,201.0
Ca0.2La0.7Mn1Ag0.1O3,266.0
Ca0.2La0.7Mn1Bi0.1O3,141.0
Ca0.2La0.7Mn1Cd0.1O3,165.0
Ca0.2La0.7Mn1Pb0.1O3,300.0
Ca0.2La0.8Co1O3,150.0
Ca0.2La0.8Mn0.9Cu0.1O3,138.67
Ca0.2La0.8Mn1O3,214.0
Ca0.2La0.8Mn2Ge2,312.0
Ca0.2La1.6Ti0.8Mn0.8Co0.8Cu0.6O7.2,210.0
Ca0.2La1.8Co1Ir1O6,94.0
Ca0.2Nd0.75Mn1O2.93,110.0
Ca0.2Nd0.7Mn1O2.88,115.0
Ca0.2Nd0.8Mn1O3,125.0
Ca0.2Nd0.8V1O3,92.0
Ca0.2Pr0.8Mn1O3,125.0
Ca0.2Y0.8Ti1O3,3.0
Ca0.2Y2.8Fe4.8Sn0.2O12,511.0
Ca0.2Y2.8Fe5O12,550.0
Ca0.31La0.1Pr0.59Mn0.96O3,103.0
Ca0.31La0.67Mg0.02Mn1O3,237.0
Ca0.31La0.7Mn1O3,243.0
Ca0.31Pr0.69Mn0.96O3,119.0
Ca0.324La0.324Mn1O3,267.0
Ca0.32La0.54Mn1O2.98,300.0
Ca0.32La0.68Mn1O3,160.0
Ca0.331La0.331Mn1O3,266.0
Ca0.332La0.332Mn1O3,262.0
Ca0.334La0.334Mn1O3,266.5
Ca0.336La0.336Mn1O3,266.0
Ca0.33La0.27Nd0.4Mn1O3,90.0
Ca0.33La0.402Eu0.268Mn1O3,104.333333333333
Ca0.33La0.47Mn1Bi0.2O3,229.0
Ca0.33La0.5025Dy0.1675Mn0.9V0.1O3,92.5
Ca0.33La0.5025Mn1Bi0.1675O3,184.0
Ca0.33La0.5561Mn1Bi0.1139O3,200.0
Ca0.33La0.5695Dy0.1005Mn0.9V0.1O3,107.5
Ca0.33La0.56Mn1.1O3,262.0
Ca0.33La0.57Mn1Bi0.1O3,244.0
Ca0.33La0.57Mn1O3,283.4
Ca0.33La0.57Tb0.1Mn1O3,160.0
Ca0.33La0.61Mn1.05O3,272.0
Ca0.33La0.61Mn1O3,281.0
Ca0.33La0.62Mn1Bi0.05O3,248.0
Ca0.33La0.6499Dy0.0201Mn0.9V0.1O3,187.5
Ca0.33La0.64Ho0.03Mn1O3,226.0
Ca0.33La0.65Mn1O3,277.0
Ca0.33La0.66Mn1O3,241.5
Ca0.33La0.67Mn0.5V0.5O3,287.5
Ca0.33La0.67Mn0.75Cr0.25O3,202.5
Ca0.33La0.67Mn0.75V0.25O3,287.5
Ca0.33La0.67Mn0.7B0.3O3,228.5
Ca0.33La0.67Mn0.7Cr0.3O3,175.0
Ca0.33La0.67Mn0.85Cr0.15O3,202.0
Ca0.33La0.67Mn0.85Cu0.15O3,194.2
Ca0.33La0.67Mn0.85V0.15O3,287.5
Ca0.33La0.67Mn0.85Zn0.15O3,201.5
Ca0.33La0.67Mn0.8Cr0.2O3,195.0
Ca0.33La0.67Mn0.92V0.08O3,209.0
Ca0.33La0.67Mn0.93Fe0.07O3,156.0
Ca0.33La0.67Mn0.94O3,240.0
Ca0.33La0.67Mn0.94V0.06O3,277.5
Ca0.33La0.67Mn0.95Cr0.05O3,224.0
Ca0.33La0.67Mn0.95O3,220.0
Ca0.33La0.67Mn0.96O3,257.0
Ca0.33La0.67Mn0.96V0.04O3,216.0
Ca0.33La0.67Mn0.9757Fe0.03O3,210.0
Ca0.33La0.67Mn0.97V0.03O3,277.5
Ca0.33La0.67Mn0.98Ni0.02O3,244.0
Ca0.33La0.67Mn0.98O3,264.0
Ca0.33La0.67Mn0.9B0.1O3,260.0
Ca0.33La0.67Mn0.9Cr0.1O3,220.25
Ca0.33La0.67Mn0.9Fe0.1O3,150.0
Ca0.33La0.67Mn0.9V0.1O3,262.5
Ca0.33La0.67Mn1.05O3,248.0
Ca0.33La0.67Mn1.1O3,222.0
Ca0.33La0.67Mn1O3,266.5
Ca0.33La0.67Ti0.01Mn0.99O3,246.6
Ca0.33La0.67Ti0.03Mn0.97O3,199.5
Ca0.33La0.67Ti0.05Mn0.95O3,133.5
Ca0.33La0.67Ti0.07Mn0.93O3,113.0
Ca0.33La0.67Ti0.1Mn0.9O3,98.3
Ca0.33La0.6Y0.07Mn1O3,150.0
Ca0.33Nd0.67Mn1O3,123.0
Ca0.33Pr0.67Mn0.7Fe0.3O3,105.0
Ca0.33Pr0.67Mn0.8Fe0.2O3,135.0
Ca0.33Pr0.67Mn0.9Fe0.1O3,176.0
Ca0.33Pr0.67Mn1O3,184.0
Ca0.35La0.195Pr0.455Mn0.95Ru0.05O3,150.0
Ca0.35La0.195Pr0.455Mn0.97Al0.03O3,75.0
Ca0.35La0.195Pr0.455Mn0.97Cr0.03O3,200.0
Ca0.35La0.195Pr0.455Mn0.99Ru0.01O3,120.0
Ca0.35La0.195Pr0.455Mn0.9Cr0.1O3,200.0
Ca0.35La0.45Mn1Bi0.2O3,201.0
Ca0.35La0.55Eu0.1Mn1O3,187.9
Ca0.35La0.55Mn1Bi0.1O3,240.5
Ca0.35La0.5Eu0.15Mn1O3,140.8
Ca0.35La0.65Mn0.5V0.5O3,208.0
Ca0.35La0.65Mn0.85Ni0.15O3,194.0
Ca0.35La0.65Mn0.95Fe0.05O3,185.0
Ca0.35La0.65Mn0.95Ni0.05O3,272.0
Ca0.35La0.65Mn0.9Ni0.1O3,236.0
Ca0.35La0.65Mn1O3,262.9
Ca0.35La0.6Eu0.05Mn1O3,227.6
Ca0.35La0.6Mn1Bi0.05O3,246.4
Ca0.35Pr0.65Mn1O3,117.0
Ca0.375La0.225Pr0.4Mn1O3,123.0
Ca0.375La0.325Pr0.3Mn1O3,210.0
Ca0.375La0.625Mn1O3,272.0
Ca0.37La0.63Mn0.92Fe0.08O3,170.0
Ca0.37La0.63Mn1O3,269.1
Ca0.38La0.62Mn1O3,266.8
Ca0.3Ce0.7Mn1O3,42.0
Ca0.3Eu0.7B6,15.5
Ca0.3Gd0.7Mn0.95Fe0.05O3,65.0
Ca0.3Gd0.7Mn1O3,85.0
Ca0.3La0.175Nd0.525Mn1O3,198.0
Ca0.3La0.175Pr0.525Mn1O3,110.0
Ca0.3La0.1Ce0.6Mn1O3,41.0
Ca0.3La0.1Pr0.6Mn0.7Fe0.3O3,59.0
Ca0.3La0.1Pr0.6Mn0.8Fe0.2O3,60.0
Ca0.3La0.1Pr0.6Mn0.9Fe0.1O3,65.0
Ca0.3La0.1Pr0.6Mn1O3,94.0
Ca0.3La0.21Pr0.49Mn1O3,130.0
Ca0.3La0.28Pr0.42Mn0.93O3,115.0
Ca0.3La0.2Ce0.5Mn1O3,46.0
Ca0.3La0.2Pr0.5Mn1O3,115.5
Ca0.3La0.35Pr0.35Mn1O3,162.5
Ca0.3La0.39Pr0.32Mn0.98O3,158.0
Ca0.3La0.3Ce0.4Mn1O3,47.0
Ca0.3La0.3Pr0.4Mn1O3,144.0
Ca0.3La0.45Pr0.25Mn1O3,200.0
Ca0.3La0.49Pr0.22Mn0.98O3,190.0
Ca0.3La0.4Ce0.3Mn1O3,120.0
Ca0.3La0.4Pr0.3Mn1O3,162.0
Ca0.3La0.5299Dy0.1701Mn1O3,65.0
Ca0.3La0.5Ce0.2Mn1O3,193.0
Ca0.3La0.5Mn1Ag0.2O3,264.0
Ca0.3La0.5Mn1Bi0.2O3,230.0
Ca0.3La0.5Mn1Te0.2O3,268.0
Ca0.3La0.5Pr0.2Mn1O3,189.5
Ca0.3La0.65Mn0.9Co0.1Pb0.05O3,198.0
Ca0.3La0.65Mn0.9Cu0.1Pb0.05O3,385.125
Ca0.3La0.65Mn0.9Ni0.1Pb0.05O3,223.0
Ca0.3La0.65Mn0.9Zn0.1Pb0.05O3,204.0
Ca0.3La0.65Mn1Pb0.05O3,286.0
Ca0.3La0.69Mn1O3,253.0
Ca0.3La0.6Ce0.1Mn1O3,226.0
Ca0.3La0.6Mn1Ag0.1O3,199.625
Ca0.3La0.6Mn1Pb0.1O3,293.0
Ca0.3La0.6Pr0.1Mn1O3,202.0
Ca0.3La0.6Tb0.1Mn1O3,180.0
Ca0.3La0.6Y0.1Mn1O3,162.5
Ca0.3La0.71Mn1O3,251.0
Ca0.3La0.7Co1O3,144.0
Ca0.3La0.7Mn0.5Co0.5O3,159.0
Ca0.3La0.7Mn0.7Fe0.3O3,50.74
Ca0.3La0.7Mn0.85Cu0.15O3,235.0
Ca0.3La0.7Mn0.85Ni0.15O3,170.0
Ca0.3La0.7Mn0.88Ni0.12O3,185.0
Ca0.3La0.7Mn0.89Fe0.11O3,103.28
Ca0.3La0.7Mn0.8Fe0.2O3,60.95
Ca0.3La0.7Mn0.91Fe0.09O3,107.75
Ca0.3La0.7Mn0.91Ni0.09O3,200.0
Ca0.3La0.7Mn0.92Fe0.08O3,124.49
Ca0.3La0.7Mn0.92Zn0.08O3,100.0
Ca0.3La0.7Mn0.94Cu0.06O3,154.9
Ca0.3La0.7Mn0.94Fe0.06O3,139.72
Ca0.3La0.7Mn0.94Zn0.06O3,143.05
Ca0.3La0.7Mn0.95Co0.05O3,217.5
Ca0.3La0.7Mn0.95Ni0.05O3,250.0
Ca0.3La0.7Mn0.96Cu0.04O3,190.0
Ca0.3La0.7Mn0.96Fe0.04O3,179.85
Ca0.3La0.7Mn0.97Ni0.03O3,280.0
Ca0.3La0.7Mn0.98Cu0.02O3,246.0
Ca0.3La0.7Mn0.98Fe0.02O3,215.3
Ca0.3La0.7Mn0.98Ni0.02O3,250.0
Ca0.3La0.7Mn0.998Nb0.002O3,274.0
Ca0.3La0.7Mn0.99Nb0.01O3,245.0
Ca0.3La0.7Mn0.99Ni0.01O3,290.0
Ca0.3La0.7Mn0.9Cr0.1O3,202.0
Ca0.3La0.7Mn0.9Cu0.1O3,120.62
Ca0.3La0.7Mn0.9Fe0.1O3,105.9
Ca0.3La0.7Mn0.9Ni0.1O3,180.0
Ca0.3La0.7Mn0.9Zn0.1O3,138.375
Ca0.3La0.7Mn1O2.89F0.6,269.0
Ca0.3La0.7Mn1O2.975,258.0
Ca0.3La0.7Mn1O2.99,259.0
Ca0.3La0.7Mn1O3,255.5
Ca0.3La0.7Mn2Ge2,309.0
Ca0.3La0.7Sc0.03Mn0.97O3,158.0
Ca0.3La0.7Sc0.05Mn0.95O3,116.9
Ca0.3Lu0.7Mn1O3,110.0
Ca0.3Nd0.7Mn0.97Ni0.03O3,86.0
Ca0.3Nd0.7Mn0.99Ni0.01O3,60.0
Ca0.3Pr0.7Mn0.95Co0.05O3,106.235
Ca0.3Pr0.7Mn0.95Cr0.05O3,144.85
Ca0.3Pr0.7Mn0.95Fe0.05O3,89.95
Ca0.3Pr0.7Mn0.95Ni0.05O3,109.97
Ca0.3Pr0.7Mn0.98Co0.02O3,106.0
Ca0.3Pr0.7Mn0.9Co0.1O3,116.0
Ca0.3Pr0.7Mn0.9Cr0.1O3,160.0
Ca0.3Pr0.7Mn1O3,105.0
Ca0.3Sm0.7Mn0.95Fe0.05O3,71.0
Ca0.3Y0.7Mn1O3,70.0
Ca0.3Y2.7Fe4.7Sn0.3O12,491.0
Ca0.41La0.67Fe11.92O19,701.0
Ca0.425La0.575Mn1O3,248.0
Ca0.45La0.55Mn1O3,255.0
Ca0.45Nd0.55Mn0.9Cr0.1O3,133.86
Ca0.45Pr0.55Mn0.94Cr0.06O3,160.0
Ca0.45Pr0.55Mn0.97Cr0.03O3,160.0
Ca0.46Nd0.54Mn0.92Cr0.08O3,124.29
Ca0.47Nd0.53Mn0.94Cr0.06O3,124.17
Ca0.48Nd0.52Mn0.96Cr0.04O3,119.54
Ca0.49Nd0.51Mn0.98Cr0.02O3,109.81
Ca0.4Gd0.6Mn1O3,74.0
Ca0.4La0.15Pr0.45Mn1O3,84.0
Ca0.4La0.2Pr0.4Mn1O3,84.0
Ca0.4La0.5Mn1Ag0.1O3,243.5
Ca0.4La0.5Mn1Te0.1O3,260.0
Ca0.4La0.6Co1O3,175.0
Ca0.4La0.6Mn0.8Fe0.2O3,75.0
Ca0.4La0.6Mn0.95Fe0.05O3,215.0
Ca0.4La0.6Mn0.9Cu0.1O3,100.65
Ca0.4La0.6Mn0.9Fe0.1O3,140.0
Ca0.4La0.6Mn1O3,268.0
Ca0.4La0.6Mn2Ge2,280.0
Ca0.4Nd0.6Mn0.96Cr0.04O3,160.0
Ca0.4Pr0.3Mn0.86Cr0.14Bi0.3O3,125.0
Ca0.4Pr0.3Mn0.88Cr0.12Bi0.3O3,120.0
Ca0.4Pr0.3Mn0.92Cr0.08Bi0.3O3,98.0
Ca0.4Pr0.3Mn0.96Cr0.04Bi0.3O3,66.0
Ca0.4Pr0.3Mn0.9Cr0.1Bi0.3O3,111.0
Ca0.4Pr0.6Mn0.96Co0.04O3,117.0
Ca0.4Pr0.6Mn0.96Cr0.04O3,100.0
Ca0.4Sm0.6Mn1O3,78.0
Ca0.4Y2.6Fe4.6Sn0.4O12,470.0
Ca0.51La0.59Fe11.64Co0.25O19,690.0
Ca0.52La0.48Mn1O3,230.0
Ca0.52La0.56Fe11.56Co0.36O19,691.0
Ca0.53La0.56Fe11.74Co0.3O19,700.0
Ca0.54Pr0.46Mn1O3,93.0
Ca0.55La0.52Fe11.83Co0.35O19,699.0
Ca0.55Pr0.45Mn0.95V0.05O3,41.0
Ca0.55Pr0.45Mn0.9V0.1O3,44.0
Ca0.58La0.51Fe11.91Co0.42O19,702.0
Ca0.58La0.51Fe11.91O19,703.0
Ca0.58La0.52Fe11.83Co0.35O19,703.0
Ca0.5Gd0.5Mn1O3,125.0
Ca0.5La0.1Pr0.4Mn1O3,244.0
Ca0.5La0.2Pr0.3Mn1O3,230.0
Ca0.5La0.35Ho0.15Mn1O3,130.0
Ca0.5La0.3Pr0.2Mn1O3,230.0
Ca0.5La0.42Nd0.08Mn1O3,218.0
Ca0.5La0.45Ho0.05Mn1O3,210.0
Ca0.5La0.45Mn1Bi0.05O3,216.0
Ca0.5La0.45Nd0.05Mn1O3,229.0
Ca0.5La0.45Pr0.05Mn1O3,235.0
Ca0.5La0.48Pr0.02Mn1O3,140.0
Ca0.5La0.4Dy0.1Mn1O3,70.0
Ca0.5La0.4Eu0.1Mn1O3,132.0
Ca0.5La0.4Gd0.1Mn1O3,100.0
Ca0.5La0.4Ho0.1Mn1O3,173.0
Ca0.5La0.4Mn1Bi0.1O3,225.0
Ca0.5La0.4Nd0.1Mn1O3,235.0
Ca0.5La0.4Sm0.1Mn1O3,123.0
Ca0.5La0.5Co1O3,175.0
Ca0.5La0.5Mn0.5Fe0.5O3,300.0
Ca0.5La0.5Mn0.7Fe0.3O3,118.0
Ca0.5La0.5Mn0.93Mo0.07O3,76.5
Ca0.5La0.5Mn0.95Bi0.05O3,214.0
Ca0.5La0.5Mn0.95Mo0.05O3,80.0
Ca0.5La0.5Mn0.97Mo0.03O3,97.5
Ca0.5La0.5Mn0.98Bi0.02O3,237.0
Ca0.5La0.5Mn0.98Ni0.02O3,134.0
Ca0.5La0.5Mn0.9Mo0.1O3,125.0
Ca0.5La0.5Mn1O3,225.0
Ca0.5La0.5Mn2Ge2,235.0
Ca0.5La0.5Ti0.02Mn0.98O3,180.0
Ca0.5La1.5Co1Ir1O6,86.0
Ca0.5La1.5Fe0.5Co0.5Ir1O6,112.0
Ca0.5La1.5Mn1Co1O6,151.0
Ca0.5La1Ti2Mn0.5Co0.5Cu1.5O9,195.0
Ca0.5Lu0.5Mn1O3,110.0
Ca0.5Mn0.88Cr0.12Bi0.5O3,72.6
Ca0.5Nd0.5Mn0.95Cr0.05O3,153.0
Ca0.5Nd0.5Mn0.98Cr0.02O3,150.0
Ca0.5Pr0.5Mn0.8Cr0.2O3,125.0
Ca0.5Pr0.5Mn0.97Cr0.03O3,130.0
Ca0.5Pr0.5Mn0.97Ru0.03O3,215.0
Ca0.5Pr0.5Mn0.99Ru0.01O3,150.0
Ca0.5Pr0.5Mn0.9V0.1O3,44.0
Ca0.5Pr0.5Mn1O3,243.0
Ca0.5Sm0.5Mn1O3,110.0
Ca0.5Sm1.5Mn1Co1O6,107.4
Ca0.62La0.48Fe11.74Co0.22O19,697.0
Ca0.66La0.43Fe11.91O19,703.0
Ca0.6Gd0.4Mn1O3,140.0
Ca0.6La0.4Mn1O2.8,164.5
Ca0.6La0.4Mn1O3,250.0
Ca0.6La0.4Mn2Ge2,175.0
Ca0.77La0.37Fe11.7Co0.09O19,691.0
Ca0.7Gd0.3Mn1O3,150.0
Ca0.7La0.1Mn1Bi0.2O3,220.0
Ca0.7La0.3Mn2Ge2,80.0
Ca0.85Dy0.15Mn1O3,111.5
Ca0.85Eu0.15Mn1O3,122.0
Ca0.85La0.15Co1.89As2,130.0
Ca0.85Sm0.15Mn1O3,120.0
Ca0.85Y0.15Mn1O3,116.0
Ca0.88Dy0.12Mn1O3,100.0
Ca0.88Sm0.12Mn1O3,110.0
Ca0.8Gd0.2Mn1O3,160.0
Ca0.8La0.4Ti3.2Mn0.2Co0.2Cu2.4O10.8,170.0
Ca0.8La1.2Co1Ir1O6,84.0
Ca0.8Nd0.04Sm0.16Mn1O3,110.0
Ca0.8Sm0.2Mn0.9Ru0.1O3,200.0
Ca0.91Sm0.09Mn1O3,109.0
Ca0.93Y0.07Mn1O3,111.0
Ca0.95Sm0.05Mn1O3,110.0
Ca0.985La0.015B6,710.0
Ca0.995La0.005B6,600.0
Ca0.99La0.01B6,900.0
Ca0.9Eu0.1Co1.91As2,110.0
Ca0.9Eu0.1Co2As2,88.0
Ca0.9Gd0.1Mn1O3,120.0
Ca0.9La0.1Mn1O3,100.0
Ca0.9Sm0.1Mn1O3,120.0
Ca1.2La0.8Co1Ir1O6,66.0
Ca1.47La0.505Fe1.013Mo1.024O5.99,401.0
Ca1.487La0.509Fe1.07Mo0.91W0.07O6.017,441.0
Ca1.497La0.489Fe0.927Mo0.712W0.318O6.057,460.0
Ca1.5La0.5Mn1Ir1O6,140.0
Ca1.6La1.1Pr0.3Mn2O7,232.0
Ca1.6La1.2Nd0.2Mn2O7,78.0
Ca1.6La1.2Pr0.2Mn2O7,169.75
Ca1.6La1.2Sm0.2Mn2O7,85.5
Ca1.6La1.32Gd0.08Mn2O7,210.0
Ca1.6La1.34Gd0.06Mn2O7,222.0
Ca1.6La1.36Gd0.04Mn2O7,228.0
Ca1.6La1.38Gd0.02Mn2O7,252.0
Ca1.6La1.3Gd0.1Mn2O7,192.0
Ca1.6La1.3Pr0.1Mn2O7,254.0
Ca1.6La1.4Mn2O7,215.0
Ca1.6La1Pr0.4Mn2O7,221.0
Ca1.8La1.2Mn2O7,166.5
Ca1.92Ho0.08Mn1O4,120.0
Ca1.92La0.08Mn1O4,120.0
Ca1.92Pr0.08Mn1O4,120.0
Ca1.92Y0.08Mn1O4,120.0
Ca1.9La0.1Mn1Ir1O6,110.0
Ca1.9La0.1Mn1O4,108.0
Ca11Eu9O20,44.0
Ca14MnBi11,55.0
Ca14MnSb11,65.0
Ca15.2Eu5.8Zn36Ni2,60.0
Ca17Eu4(Zn18Ni)2,40.0
Ca17Mn20(BiO20)3,126.0
Ca18.6Eu2.4Zn36Ni2,25.0
Ca1Al7.013Fe4.987O19,310.0
Ca1Al7.922Fe4.078O19,130.0
Ca1Fe0.15Ru0.85O3,80.0
Ca1Fe11Co0.5Ir0.5O19,687.0
Ca1Mn0.5Ru0.5O3,180.0
Ca1Mn0.6Ru0.4O3,210.0
Ca1Mn0.75Ru0.25O3,180.0
Ca1Mn0.85Ru0.15O3,160.0
