composition,Tc_exp
In0.96Mn0.04As0.79P0.21,280.0
In0.97Mn0.03As,30.0
In0.97Mn0.03P,170.0
In0.98Cr0.02N,350.0
In0.98Mn0.02As0.80P0.20,280.0
In0.98Mn0.02Sb,300.0
In0.991Mn0.009As0.80P0.20,280.0
In0.998Mn0.002As0.89P0.11,280.0
In0.99Mn0.01As,330.0
In1,0.0
In1-xMnxAs,60.0
In1.99Co0.01O3,400.0
In1.9Mn0.1O3,46.0
In1Pt1U1,30.0
In2O3,300.0
In2S3,300.0
In6ReO12,7.5
InAs:Mn,77.0
InCrP:Zn,300.0
InGaMnAs,45.0
InMn2Pt,350.0
InMn3,80.0
InMnAs,10.0
InMnNi2,323.0
InMnP:Zn,150.0
InMnRh2,105.0
InN:Cr,300.0
InSb:Mn,400.0
Ir1,0.0
Ir1.8Mn1.2Sn,342.0
Ir1Mn1Sb1,290.0
IrMnSn,265.0
IrO4Sr2,225.05
IrSi3U2,11.0
IrSnU,22.0
IrU,46.0
K0.31Co[Fe(CN)6]0.77·3.54H2O,16.0
K0.69Co2Se2,52.0
K0.78Co2Se2,56.0
K0.85Co2Se2,67.0
K0.98Co2Se2,80.0
K1,0.0
K12+nAl12Si12O48,7.5
K12Al12Si12O48,6.75
K2CuF4,6.2
K4.5/K12-Si12Al12O48,6.0
K4NiFe3(PO4)5,17.8
KBiFe1.7Co0.3O5,770.0
KBiFe1.8Co0.2O5,770.0
KBiFe1.9Co0.1O5,770.0
KBiFe2O5,783.15
KCrF5,5.0
KFe4Sb12,85.0
KFeAs2O7,29.3
KMg4Mn6O15,171.0
KTa0.56Nb0.44O3,35.0
Li0.05Mg0.9Fe2.05O4,753.0
Li0.05Zn0.5Cu0.4Fe2O4,678.15
Li0.07Zn0.93O,300.0
Li0.10Zn0.90O,300.0
Li0.15Cd0.7Fe2.15O4,498.15
Li0.15Mg0.7Fe2.15O4,778.0
Li0.15Zn0.3Cu0.4Fe2O4,748.15
Li0.1Co0.8Fe2.1O4,712.0
Li0.1Mg0.8Fe2.1O4,809.15
Li0.1Zn0.4Cu0.4Fe2O4,673.15
Li0.1Zn0.8Fe1.7O4,88.0
Li0.225Cd0.55Fe2.225O4,648.15
Li0.25Co0.5Fe2O4,848.15
Li0.25Mg0.5Fe2.25O4,822.0
Li0.25Zn0.1Cu0.4Fe2O4,827.15
Li0.25Zn0.5Fe2.25O4,574.15
Li0.275Cd0.45Fe2.275O4,483.15
Li0.28Zn0.16Ti0.41Mn0.10Fe2.05O4,793.65
Li0.2Co0.6Fe1.9O4,840.15
Li0.2Co0.6Fe2.2O4,730.0
Li0.2Mg0.6Fe2.2O4,829.15
Li0.2Zn0.2Cu0.4Fe2O4,793.15
Li0.2Zn0.6Fe1.9O4,460.0
Li0.3167Zn0.5Fe2.15Ti0.1333O4,489.15
Li0.35Co0.3Fe2.2O4,858.15
Li0.35Mg0.3Fe2.35O4,853.0
Li0.35Zn0.2Ni0.1Fe2.35O4,836.15
Li0.35Zn0.3Fe2.21O4,676.15
Li0.35Zn0.3Fe2.21O4-δ/Ni0.52Zn0.4Cu0.1Fe1.98O4 (40 wt% NCZ),640.15
Li0.36Zn0.2Ni0.08Fe2.36O4,839.15
Li0.37Zn0.2Ni0.06Fe2.37O4,844.15
Li0.3833Zn0.5Fe2.05Ti0.2667O4,406.15
Li0.38Zn0.2Ni0.04Fe2.38O4,846.15
Li0.39Zn0.2Ni0.02Fe2.39O4,857.15
Li0.3Co0.4Fe2.1O4,852.15
Li0.3Co0.4Fe2.3O4,753.0
Li0.3Mg0.4Fe2.3O4,838.15
Li0.3Zn0.0Cu0.4Fe2O4,873.15
Li0.42Zn0.16Ti0.16Fe2.637Mn0.1Bi0.003O4,772.0
Li0.42Zn0.25Ti0.25Fe2.637Mn0.1Bi0.003O4,685.0
Li0.42Zn0.35Ti0.35Fe2.637Mn0.1Bi0.003O4,577.0
Li0.42Zn0.50Ti0.50Fe2.637Mn0.1Bi0.003O4,408.0
Li0.45Co0.1Fe2.4O4,864.15
Li0.45Mg0.1Fe2.45O4,896.0
Li0.45Zn0.5Fe1.95Ti0.4O4,329.15
Li0.4Co0.2Fe2.3O4,863.15
Li0.4Co0.2Fe2.4O4,760.0
Li0.4Mg0.2Fe2.4O4,857.15
Li0.4Zn0.2Cr0.0Fe2.4O4,782.0
Li0.4Zn0.2Cr0.1Fe2.3O4,753.0
Li0.4Zn0.2Cr0.2Fe2.2O4,733.0
Li0.4Zn0.2Cr0.3Fe2.1O4,703.0
Li0.4Zn0.2Cr0.4Fe2.0O4,683.0
Li0.4Zn0.2Cr0.5Fe1.9O4,653.0
Li0.5+0.5*0.55-0.5*0.1Fe2.5-1.5*0.55-0.5*0.1Ti0.55Zn0.1O4,617.0
Li0.5+0.5*0.55-0.5*0.4Fe2.5-1.5*0.55-0.5*0.4Ti0.55Zn0.4O4,449.0
Li0.50Fe2.50O4,685.0
Li0.525Fe1.825Ti0.35Zn0.30O4 + 0.05MnO2 + 0.005Bi2O3,591.15
Li0.59NiO2,15.0
Li0.5Fe1.5Al1.0O4,445.0
Li0.5Fe1.5Cr1.0O4,352.0
Li0.5Fe1.5Mn1.0O4,593.575
Li0.5Fe1.7Al0.8O4,450.0
Li0.5Fe1.7Cr0.8O4,383.0
Li0.5Fe1.7Mn0.8O4,677.575
Li0.5Fe2.0Al0.5O4,482.0
Li0.5Fe2.0Cr0.5O4,505.0
Li0.5Fe2.0Mn0.5O4,697.575
Li0.5Fe2.1Cr0.4O4,500.0
Li0.5Fe2.3Al0.2O4,576.0
Li0.5Fe2.3Cr0.2O4,616.0
Li0.5Fe2.3Mn0.2O4,751.575
Li0.5Fe2.5O4,913.15
Li0.5Zn0.0Fe2.5O4,916.0
Li0.649Fe1.598Ti0.5Zn0.2Mn0.051Bi0.002O4,553.0
Li0.65Fe1.6Ti0.5Zn0.2Mn0.05O4,557.15
Li0.66Al0.200Ti0.42Zn0.1Mn0.05Fe1.570O4,577.0
Li0.68Al0.150Ti0.46Zn0.1Mn0.05Fe1.560O4,583.0
Li0.70Al0.100Ti0.50Zn0.1Mn0.05Fe1.550O4,591.0
Li0.71Al0.075Ti0.52Zn0.1Mn0.05Fe1.545O4,597.0
Li0.72Al0.050Ti0.54Zn0.1Mn0.05Fe1.540O4,603.0
Li0.73Al0.025Ti0.56Zn0.1Mn0.05Fe1.535O4,610.0
Li0.75Ni1.25O2,253.0
Li0.81NiO2,17.0
Li0.86Ni1.14O2,231.0
Li0.91Fe5O7.96,893.0
Li0.91Ni1.09O2,160.0
Li0.993Ca0.014Fe4.993O8,873.0
Li0.995Ca0.01Fe4.995O8,873.0
Li0.997Ca0.006Fe4.995O8,872.0
Li0.99Ca0.02Fe4.99O8,874.0
Li1,0.0
Li1.01NiO2,20.0
Li1.02Fe5O8.01,893.0
Li1.0Fe1.0Ti1.0O4,300.0
"Li1.1Zn1-xCrxAs (x = 0.03, 0.05, 0.10, 0.15)",218.0
Li2Mg1Mn3O8,38.0
Li2Mn3Ni1O8,130.0
Li2Mn3O8Zn1,22.0
Li3Ni2RuO6,100.0
Li97Ni153O250,210.0
LiCo0.2Ni0.8O2,95.0
LiFe0.82Mn0.18PO4,30.0
LiFe0.91Mn0.09PO4,30.0
LiFe0.97Mn0.03PO4,30.0
LiFe5O8,893.15
LiFePO4,30.0
LiMn1.5Mg0.5O4,23.0
LiMn1.5Ni0.5O4,136.5
LiMn1.5Zn0.5O4,21.0
LiMn1.6Ni0.4O4,103.0
LiMn2O4,80.0
LiMnO2,118.0
LiNbO3:Co,630.0
LiNi0.25Mn0.25Co0.5O2,8.0
LiNi0.2Mn0.2Co0.6O2,60.0
LiNi0.33Mn0.33Co0.33O2,30.0
LiNi0.5Mn0.5O2,124.0
LiNi0.5Mn1.5O4,119.5
LiNi2H3(P2O7)2,5.6
LiNiO2,200.0
LiO6RuSr3,90.0
LiSr0.05Fe4.95O8,901.0
LiTaO3:Cr,883.15
LiTaO3:Cu,883.15
LiTiMg ferrite,325.0
LiZn0.5Mn1.5O4,38.5
MM2.0Fe14B,546.0
MM2.2Fe14B,546.0
MM2.4Fe14B,546.0
MM2.5Fe79B18.5,668.0
MM2.6Fe14B,546.0
MVS100,11.6
MVS120,4.0
MVS80,13.3
Magnetite (Fe3O4),858.0
Metallic Fe,1043.15
Mg(Fe0.6Ga0.4)2O4,292.5
Mg(Fe0.8Ga0.2)2O4,510.0
Mg0.15Zn0.65Co0.2Fe2O4,330.55
Mg0.1Zn0.7Co0.2Fe2O4,309.85
Mg0.2Cu0.3Zn0.5Fe2O4,520.0
Mg0.2Zn0.6Co0.2Fe2O4,363.85
Mg0.3Zn0.5Co0.2Fe2O4,373.35
Mg0.4Zn0.4Co0.2Fe2O4,441.35
Mg0.5Cd0.25Cu0.25Fe2O4,363.0
Mg0.5Cu0.5Cr0.5Fe1.5O4,591.0
Mg0.5Zn0.3Co0.2Fe2O4,516.05
Mg0.5Zn0.5Cr0.0Fe2.0O4,725.0
Mg0.5Zn0.5Cr0.2Fe1.8O4,691.0
Mg0.5Zn0.5Cr0.4Fe1.6O4,658.0
Mg0.5Zn0.5Cr0.6Fe1.4O4,618.0
Mg0.5Zn0.5Cr0.8Fe1.2O4,598.0
Mg0.5Zn0.5Cr1.0Fe1.0O4,582.0
Mg0.6Cu0.4Fe2O4,700.0
Mg0.75Co0.25Cr0.75Fe1.25O4,500.0
Mg0.95Fe0.05O,50.0
Mg0.97Co0.03TiO3,228.0
Mg1,0.0
Mg1.0Co0.0Cr1.0Fe1.0O4,370.0
Mg1.2Fe1.8O3.9,493.15
Mg1.35Fe1.3Ti0.35O4,347.0
Mg1Mn5O8,20.0
MgAl0.2Fe1.8O4,683.0
MgAl0.4Fe1.6O4,607.0
MgAl0.6Fe1.4O4,571.0
MgAl0.8Fe1.2O4,528.0
MgAl0.95Si0.05B14 (Fe impurity),335.0
MgAlB14 (Fe impurity),460.0
MgAlFeO4,508.0
MgFe2O4,638.15
MgMn2O4,1200.0
MgMn6Sn6,295.0
MgNi3Nb2O9,45.5
Mn doped 3C-SiC (1%),250.0
Mn doped 3C-SiC (3%),250.0
Mn doped 3C-SiC (5%),250.0
Mn(COOCH3)2·4H2O,3.19
Mn(Co0.96Fe0.04)Ge,379.0
Mn(Cr0.5Fe0.5)2O4,402.0
Mn(Cr0.6Fe0.4)2O4,320.0
Mn(Cr0.9Fe0.1)2O4,46.0
Mn(OC14H29)4(TCNE),20.0
Mn+ implanted p-GaN,25.0
Mn-Bi,720.0
Mn-doped Bi2Se3,5.4
Mn-doped CuO,80.0
Mn-doped GaAs,172.0
Mn-doped GaAs (cited),70.0
Mn-doped GaN (0.06 at% Mn),300.0
Mn-doped GaN (0.1 at% Mn),300.0
Mn-doped Si,152.5
Mn-doped SiC,300.0
Mn-implanted 3C-SiC,245.0
Mn-implanted 6H-SiC,245.0
Mn-implanted Si,50.0
Mn-including InAs,280.0
Mn/Fe codoped ZnS,300.0
Mn/GaAs,20.0
Mn/SnO2,400.0
Mn0.026Ti0.974O2,340.0
Mn0.027Ge0.973,250.0
Mn0.02Ge0.98,274.0
Mn0.02Zn0.98O,300.0
Mn0.03125Ge0.96875,120.0
Mn0.033Ge0.967,285.0
Mn0.035Ge0.965,116.0
Mn0.03Ti0.97O2,680.0
Mn0.044Ge0.956,250.0
Mn0.048Ti0.952O2,340.0
Mn0.04Ge0.96,300.0
Mn0.04Zn0.96O,300.0
Mn0.05Ge0.95,225.0
Mn0.05Sn0.95O2,300.0
Mn0.05Ti0.95O2,680.0
Mn0.05Zr0.95O2,380.0
Mn0.061Ge0.939,295.0
Mn0.064Ge0.895Te0.041,369.0
Mn0.066Ti0.934O2,340.0
Mn0.06Ge0.94,300.0
Mn0.07Ti0.93O2,680.0
Mn0.08Zn0.92O,300.0
Mn0.09Zn0.91O,300.0
Mn0.13Zn0.87O,300.0
Mn0.15Ge0.85,300.0
Mn0.15Zn0.18Fe0.67O4,323.15
Mn0.176Ti0.824O2,340.0
Mn0.1Ni0.4Zn0.5Fe2O4,595.15
Mn0.23Ge0.77,300.0
Mn0.23TaS2,85.0
Mn0.25Fe1.75Sn,546.0
Mn0.25NbSe2,25.0
Mn0.262Zn0.206Fe2.532O4,473.0
Mn0.29Ge0.71,300.0
Mn0.2Ni0.3Zn0.5Fe2O4,596.15
Mn0.2Zn0.8Fe2O4,402.24
Mn0.33NbS2,48.0
Mn0.33NbSe2,22.0
Mn0.33S2Ta,80.0
Mn0.375Ti0.625O2,340.0
Mn0.3Co0.6Zn0.4Fe1.7O4,430.0
Mn0.3Ni0.2Zn0.5Fe2O4,585.15
Mn0.3Pd0.7,6.41
Mn0.3Zn0.7Fe2O4,306.0
Mn0.4Cd0.6Cr2S4,79.0
Mn0.4Zn0.6Fe2O4,483.0
Mn0.4Zn0.6In0.035Fe1.965O4,614.0
Mn0.4Zn0.6In0.070Fe1.930O4,627.0
Mn0.4Zn0.6In0.100Fe1.900O4,635.0
Mn0.4Zn0.6In0.5Fe1.5O4,402.0
Mn0.50Fe1.50Sn,468.0
Mn0.52Si0.48,300.0
Mn0.53Si0.47,300.0
Mn0.54Si0.46,300.0
Mn0.5Al0.5Ni,375.0
Mn0.5Fe0.5B,796.0
Mn0.5Fe0.5NiSi0.955Al0.045,475.0
Mn0.5Ni0.5,295.0
Mn0.5Zn0.5Al0.4Fe1.6O4,327.55
Mn0.5Zn0.5Fe2O4,375.14
Mn0.60Fe1.25P0.66Si0.34S0.00,323.9
Mn0.60Fe1.25P0.66Si0.34S0.01,319.9
Mn0.60Fe1.25P0.66Si0.34S0.02,309.7
Mn0.60Fe1.25P0.66Si0.34S0.03,305.6
Mn0.60Fe1.25P0.66Si0.34S0.04,303.1
Mn0.60Fe1.30P0.64Si0.36F0.00,325.4
Mn0.60Fe1.30P0.64Si0.36F0.01,306.8
Mn0.60Fe1.30P0.64Si0.36F0.02,295.3
Mn0.60Fe1.30P0.64Si0.36F0.03,278.8
Mn0.61Zn0.39Fe2O4,401.64
Mn0.66Fe1.29P0.58Si0.42,450.0
Mn0.66Fe1.29P0.63Si0.37,390.0
Mn0.66Fe1.29P0.66Si0.34,350.0
Mn0.67Zn0.33Fe2O4,630.0
Mn0.68Cd0.17PS3(Et4N)0.30,16.0
Mn0.6Al0.4Ni,284.0
Mn0.6Cd0.4Cr2S4,72.0
Mn0.6Fe1.22W0.05P0.64Si0.36,266.7
Mn0.6Fe1.23W0.04P0.64Si0.36,286.2
Mn0.6Fe1.24W0.03P0.64Si0.36,301.8
Mn0.6Fe1.25W0.02P0.64Si0.36,302.6
Mn0.6Fe1.26W0.01P0.64Si0.36,312.1
Mn0.6Fe1.27P0.64Si0.36,326.0
Mn0.6Zn0.4Fe2O4,592.75
Mn0.73Cd0.05PS3(bipy)0.44,24.0
Mn0.73Fe0.27NiGe,80.0
Mn0.75Fe1.25Sn,383.0
Mn0.75Fe2.25O4,783.15
Mn0.778Zn0.128Sn0.004Fe2+0.098Fe3+1.992O4,542.15
Mn0.778Zn0.128Ti0.004Fe2+0.098Fe3+1.992O4,543.15
Mn0.77PS3(bipy)0.44,40.0
Mn0.782Zn0.128Fe2+0.09Fe3+2O4,538.15
Mn0.7Fe0.3NiGe,154.0
Mn0.7Ir0.3Co2O4,160.0
Mn0.7Mg0.3Fe2O4,463.15
Mn0.7Zn0.3Fe2O4,460.0
Mn0.85Co0.3Ni0.85Si0.82Ga0.18,239.0
Mn0.85Co0.3Ni0.85Si0.88Ga0.12,520.0
Mn0.85Co0.3Ni0.85Si0.9Ga0.1,542.0
Mn0.85Cr0.15CoGe,345.0
Mn0.85Ni0.85Fe0.30Si0.85Ga0.15,504.0
Mn0.86PS3(Et4N)0.28,40.0
Mn0.87Fe0.13CoGe,285.0
Mn0.88Fe0.12CoGe,285.0
Mn0.894Mg0.347Fe1.758O3.88,570.15
Mn0.89Cr0.11CoGe,255.0
Mn0.89Cr0.11NiGe,317.5
Mn0.89Cu0.11CoGe,238.0
Mn0.8Al0.2Ni,121.0
Mn0.8Cd0.2Cr2S4,68.0
Mn0.8Cr0.2AlGe,601.0
Mn0.8Ir0.2Co2O4,163.0
Mn0.8Mg0.2V2O4,43.0
Mn0.8Zn0.2Fe2O4,515.0
Mn0.8^2+Fe0.2^3+[Mn0.2^2+Fe1.8^3+]O4,573.0
Mn0.925Fe0.075Au2,400.0
Mn0.925Ni0.075CoGe,345.0
Mn0.92Al0.08CoGe,300.8
Mn0.92Cd0.08CoGe,333.9
Mn0.935Ni0.065CoGe,345.0
Mn0.945Ni0.055CoGe,345.0
Mn0.94Al0.06CoGe,286.6
Mn0.95Cd0.05CoGe,327.2
Mn0.95Cr0.05As,234.0
Mn0.95Fe0.05Au2,380.0
Mn0.95Ir0.05Co2O4,164.0
Mn0.965Ni0.035CoGe,345.0
Mn0.96Al0.04CoGe,276.6
Mn0.96Co1.04GeB0.02,260.0
Mn0.96CoGe,258.0
Mn0.96Cr0.04CoGe,225.0
Mn0.975Cr0.025Si,23.6
Mn0.975Ni0.025CoGe,345.0
Mn0.97CoGe,265.0
Mn0.985CoGe1.015,345.0
Mn0.98Al0.02CoGe,270.5
Mn0.98Cd0.02CoGe,318.1
Mn0.98Co0.95V1.08Ga0.99,367.0
Mn0.98CoGe1.02,345.0
Mn0.98Cr0.015Fe0.005As,268.0
Mn0.98Cr0.018Fe0.002As,280.0
Mn0.98Cr0.01Fe0.01As,265.0
Mn0.98Fe0.02P,270.0
Mn0.98Fe0.02P0.95As0.05,285.0
Mn0.98Fe0.02P0.9As0.1,295.0
Mn0.98Ni0.02CoGe,345.0
Mn0.99Ni0.01CoGe,345.0
Mn0.99V0.01CoGe,318.0
Mn0.9Al0.1Ni,59.0
Mn0.9Ir0.1Co2O4,158.0
Mn0.9Pd0.1CoGe,318.0
Mn0.9Zn0.1Fe2O4,530.0
Mn0.9Zn0.1Ni0.05Ti0.05Fe1.9O4,558.0
Mn0.9Zn0.1Ni0.10Ti0.10Fe1.8O4,552.0
Mn0.9Zn0.1Ni0.15Ti0.15Fe1.7O4,498.0
Mn0.9Zn0.1Ni0.20Ti0.20Fe1.6O4,477.0
Mn0.9Zn0.1Ni0.25Ti0.25Fe1.5O4,451.0
Mn0.9Zr0.1CoGe,278.0
Mn0Fe3O4,883.15
Mn1,0.0
Mn1.00As0.75Sb0.25,318.0
Mn1.00Fe1.00Sn,284.0
Mn1.00Sb,598.0
Mn1.03As0.7Sb0.3,220.0
Mn1.03CoGe0.97,275.0
Mn1.05Fe0.9P0.5Si0.47Mg0.03,352.0
Mn1.05Fe0.9P0.5Si0.48Mg0.02,319.0
Mn1.05Fe0.9P0.5Si0.49Mg0.01,279.0
Mn1.05Fe0.9P0.5Si0.5,275.0
Mn1.05Fe0.9P0.5Si0.5Cu0.10,261.0
Mn1.08Bi,433.0
Mn1.08Zn2.92,140.0
Mn1.0Co0.99V1.0Al1.01,105.0
Mn1.0Fe2.0Ge,400.0
Mn1.10Sb,504.0
Mn1.12Rh2Sb0.88,348.0
Mn1.12Zr0.1Sb,293.0
Mn1.13Ni1.03Fe0.23Ge0.61,186.0
Mn1.15Fe0.85P0.50Si0.45B0.05,238.5
Mn1.15Fe0.85P0.52Si0.45B0.03,228.0
Mn1.15Fe0.85P0.55Si0.44Al0.01,317.0
Mn1.15Fe0.85P0.55Si0.45,284.0
Mn1.15Fe0.85P0.65Si0.13Ge0.2B0.02,289.0
Mn1.15Ga,595.0
Mn1.1Fe0.9P0.46As0.54,287.0
Mn1.1Fe0.9P0.47As0.53,293.5
Mn1.1Fe0.9P0.7As0.3,150.0
Mn1.1Fe0.9P0.7Ge0.3,380.0
Mn1.1Fe0.9P0.8Ge0.2,251.0
Mn1.1Fe3.9Si3,308.0
Mn1.1Sb,574.0
Mn1.20Sb,397.0
Mn1.22Sb,332.0
Mn1.25Fe0.75Sn,204.0
Mn1.25Sb,314.0
Mn1.2Co0.9V0.9Ga,351.0
Mn1.2Fe0.8P0.45Si0.55B0.03,280.0
Mn1.2Fe0.8P0.5Si0.5B0.03,252.0
Mn1.2Fe0.8P0.6Si0.4B0.03,176.0
Mn1.2Fe0.8P0.6Si0.4B0.05,181.0
Mn1.2Fe0.8P0.74Ge0.26,277.4
Mn1.2Fe0.8P0.74Ge0.26Al0.004,287.2
Mn1.2Fe0.8P0.74Ge0.26Al0.008,288.6
Mn1.2Fe0.8P0.74Ge0.26Al0.010,292.2
Mn1.2Fe0.8P0.74Ge0.26Al0.012,294.4
Mn1.2Fe0.8P0.75Ge0.25,276.5
Mn1.2Fe0.8P0.75Ge0.25Al0.010,282.4
Mn1.2Fe0.8P0.76Ge0.24,260.8
Mn1.2Fe0.8P0.76Ge0.24Al0.010,271.1
Mn1.2Fe1.18V0.62Al,360.0
Mn1.2Fe3.8Si3,296.0
Mn1.2Pt0.8,540.0
Mn1.2Sn0.5Ga0.5,306.0
Mn1.39Co0.54V1.14Ga0.93,478.0
Mn1.3Fe0.65P0.5Si0.5,270.0
Mn1.3Fe0.7P0.5As0.5,190.0
Mn1.3Fe1.7O4,514.5
Mn1.3Fe3.7Si3,286.0
Mn1.46Co0.56V1.0Al0.98,423.0
Mn1.4Co0.8V0.8Ga,442.0
Mn1.50Fe0.50Sn,177.0
Mn1.56Co0.96Ni0.48O4,187.5
Mn1.5Co0.75V0.75Ga,468.0
Mn1.5Ru1.5Ga,325.0
Mn1.5Sn,269.0
Mn1.5Sn0.5Ga0.5,284.0
Mn1.6Co0.7V0.7Ga,544.0
Mn1.75Sn,260.5
Mn1.7Sn0.5Ga0.5,283.0
Mn1.85Co0.15Sb,550.0
Mn1.89Pt0.98Ga1.12,223.0
Mn1.8Co0.2Sb,550.0
Mn1.8Co0.6V0.6Ga,600.0
Mn1.8Ru1.2Ga,325.0
Mn1.8Sn,256.0
Mn1.95Cr0.05Sb,550.0
Mn1.98SbBi0.02,553.0
Mn1.9Cr0.1Sb,504.0
Mn1/3NbS2,45.0
Mn1/4NbS2,104.0
Mn11Ge8,270.0
Mn12O12(O2CCH3)16(H2O)4·2CH3CO2H·4H2O,0.9
Mn13Pt7,250.0
Mn1Fe4Si3,318.0
Mn1Ni1O3,413.0
Mn1Ni1O4Zn1,90.0
Mn1Ni1Si1,622.0
Mn1Ni2Sb1,334.0
Mn1P1Ru1,269.0
Mn2.00Fe1.00Sn,415.0
Mn2.04NiGa,588.0
Mn2.05V0.95Al1.00,750.0
Mn2.06V0.95Ga0.99,768.0
Mn2.25O4Zn0.75,9.0
Mn2.3Fe0.7Sn2,261.0
Mn2.42Fe0.58Sn,200.0
Mn2.50Fe0.50Sn,155.0
Mn2.55O4Zn0.45,25.0
Mn2.5Ga,600.0
Mn2.7Fe0.3Sn2,254.0
Mn2.7O4Zn0.3,32.0
Mn2Co0.5V0.5Al,671.0
Mn2Co0.5V0.5Ga,634.0
Mn2Co0.7V0.3Al,699.0
Mn2Co0.9V0.1Al,712.0
Mn2CoAl,732.5
Mn2CoGa,728.0
Mn2CoSb,485.0
Mn2CoSn,602.0
Mn2CrB4,440.0
Mn2CrGa,813.0
Mn2CuAl,690.0
Mn2FeGe,202.0
Mn2FeReO6,520.0
Mn2FeSi,200.0
Mn2Mo3O8,39.0
Mn2MoB4,590.0
Mn2Ni1.4Ga0.6,300.0
Mn2Ni1.6Sn0.4,310.0
Mn2Ni4O4,116.0
Mn2NiGa,588.0
Mn2NiO4,110.0
Mn2NiSb,647.0
Mn2NiSn,556.25
Mn2Np,18.0
Mn2Np1Si2,300.0
Mn2O4Sn1,53.0
Mn2O4Ti,73.0
Mn2O4V,53.5
Mn2PdIn,343.0
Mn2PdSn,413.25
Mn2PtGa,230.0
Mn2PtIn,350.0
Mn2PtV,243.0
Mn2PuSi2,215.0
Mn2Rh0.95Ir0.05Sn,265.6
Mn2RhSn,270.0
Mn2RuGa,272.0
Mn2RuGa (annealed at 773 K),396.0
Mn2RuGe,303.0
Mn2RuSn,257.3
Mn2Sb,550.0
Mn2Sb0.7Sn0.3,464.0
Mn2Sb0.8Sn0.2,483.0
Mn2Sb0.96Bi0.04,550.0
Mn2Sb0.9Sn0.1,502.0
Mn2Si2U,375.0
Mn2SiS4,86.0
Mn2Sn,256.5
Mn2Sn0.5Ga0.5,262.0
Mn2TaB4,780.0
Mn2TiO4,81.5
Mn2V0.5Co0.5Al,641.0
Mn2V0.5Co0.5Ga,672.0
Mn2WB4,575.0
Mn3 Ge,920.0
Mn3.16Ge,365.0
Mn3.3Sn0.7C,348.0
Mn3.5Fe1.5GeSi2,218.0
Mn3.76Ga0.24N,610.0
Mn3.97Ge,365.0
Mn30Al45Ni25,402.0
Mn30Al48Ni22,421.0
Mn37.5Fe10.5Ni41Sn11,318.0
Mn39.5Fe8.5Ni41Sn11,305.0
Mn39Co26Ge35,300.0
Mn3Al,605.0
Mn3Al0.5Ge0.5C,275.0
Mn3AlC,315.0
Mn3As2,270.0
Mn3Cu0.5Si0.5N,367.0
Mn3Cu0.6Si0.4N,308.0
Mn3Cu0.7Si0.3N,239.0
Mn3Cu0.89N0.96,147.7
Mn3Cu0.8Ag0.2N,150.0
Mn3Cu0.8Ag0.2N0.8C0.2,165.0
Mn3Cu0.8Si0.2N,160.0
Mn3Cu0.9Ni0.1N,150.0
Mn3Cu0.9Si0.1N,153.0
Mn3Cu4Bi4,456.15
Mn3CuN,143.0
Mn3CuN0.55C0.45,165.0
Mn3CuN0.75C0.25,160.0
Mn3CuN0.78,390.0
Mn3CuN0.7C0.3,163.0
Mn3CuN0.8C0.2,153.0
Mn3CuN0.95C0.05,143.0
Mn3CuN0.97,143.0
Mn3CuN0.9C0.1,149.0
Mn3Fe2GeSi2,224.0
Mn3Ga,757.5
Mn3Ga(C0.85N0.15),250.0
Mn3Ga0.5Ge0.5C,238.0
Mn3Ga0.8Ge0.2C,220.0
Mn3Ga0.9Ge0.1C,235.0
Mn3GaC,247.0
Mn3GaC0.25,420.0
Mn3GaC0.78,295.0
Mn3GaC0.8,318.0
Mn3GaC0.9,220.0
Mn3Ge,820.0
Mn3Ge (L12),400.0
Mn3NSb,353.0
Mn3Ni0.649Cu0.351N,284.0
Mn3Ni0.808Cu0.192N,298.0
Mn3Ni0.844Cu0.156N,300.0
Mn3Ni0.945Cu0.055N,323.0
Mn3Ni0.977Cu0.023N,325.0
Mn3O4,43.0
Mn3O6Re,50.0
Mn3Pd20P6,110.0
Mn3Si,23.0
Mn3Si2Se6,67.0
Mn3Si2Te6,78.0
Mn3Sn0.2Zn0.8C,348.0
Mn3Sn0.48Ge0.47C,200.0
Mn3Sn0.4Zn0.6C,290.0
Mn3Sn0.5Zn0.5C,265.0
Mn3Sn0.6Zn0.4C,200.5
Mn3Sn0.7Zn0.3C,213.5
Mn3Sn0.8Zn0.2C,230.0
Mn3Sn0.9Zn0.1C,254.0
Mn3Sn2,262.0
Mn3SnC,275.0
Mn3Zn0.5Ge0.5C,273.0
Mn3ZnC,380.0
Mn3[Cr(CN)6]2·12H2O,74.0
Mn4.1Fe0.9GeSi2,211.0
Mn4.2Fe0.8GeSi2,196.0
Mn4.3Fe0.7GeSi2,200.0
Mn4.4Fe0.6GeSi2,182.0
Mn4.7Cu0.3Ge3,277.4
Mn4.95Ni0.05Ge3,285.0
Mn4.9Cu0.1Ge3,288.7
Mn4.9Ge3.1,281.0
Mn4.9Ni0.1Ge3,268.0
Mn40Al45Ni15,435.0
Mn40Al48Ni12,475.0
Mn40Al50Ni10,421.0
Mn41.3Bi33.7Fe25,652.0
Mn42Cu6Ni42Sn10,220.0
Mn48Cr3Ni38Sn11,296.0
Mn49.9Ni40.4Sn9.7,275.0
Mn49Cr2Ni38Sn11,322.0
Mn4FeGe3,330.84
Mn4Me,0.21
Mn4N,742.5
Mn4N0.9901,759.0
